Good Guy ID,Bank,Defense Level,Strategy,Last Action,Attack Count,Turns
0,8.0,99,late_planner,defense,1,100
1,150.0,1,not_weakest,money,238,100
2,330,67,two_one_two,defense,0,100
3,60.0,1,not_weakest,money,147,100
4,330,67,two_one_two,defense,0,100
5,8.0,99,late_planner,defense,1,100
6,28.0,97,analyst,defense,3,100
7,150.0,1,not_weakest,money,4,100
8,28.0,97,analyst,defense,2,100
9,315.43999999999994,33,one_two_one,money,3,100
10,8.0,99,late_planner,defense,1,100
11,28.0,97,analyst,defense,2,100
12,578.0,42,random,money,1,100
13,330.0,67,two_one_two,defense,1,100
14,330.0,67,two_one_two,defense,2,100
15,110.0,33,one_two_one,money,75,100
16,30.0,0,copycat,money,878,100
17,28.0,97,analyst,defense,1,100
18,350.0,1,not_weakest,money,125,100
19,10.0,99,be_strongest,defense,4,100
20,8.0,99,late_planner,defense,1,100
21,501.584,33,one_two_one,money,4,100
22,30.0,33,one_two_one,money,61,100
23,330.0,67,two_one_two,defense,1,100
24,10.0,0,copycat,money,18,100
25,10.0,0,copycat,money,701,100
26,28.0,97,analyst,defense,2,100
27,8.0,99,late_planner,defense,3,100
28,20.0,0,copycat,money,565,100
29,230.0,33,one_two_one,money,3,100
30,20.0,0,copycat,money,17,100
31,500.23999999999995,33,one_two_one,money,3,100
32,28.0,97,analyst,defense,1,100
33,30.0,33,one_two_one,money,67,100
34,360.0,33,one_two_one,money,74,100
35,28.0,97,analyst,defense,1,100
36,10.0,0,copycat,money,17,100
37,30.0,0,copycat,money,263,100
38,150.0,1,not_weakest,money,4,100
39,488.0,49,random,defense,81,100
40,280.0,1,not_weakest,money,4,100
41,525.52,33,one_two_one,money,3,100
42,30.0,0,copycat,money,20,100
43,270.88,33,one_two_one,money,3,100
44,30.0,0,copycat,money,17,100
45,90.0,1,not_weakest,money,5,100
46,30.0,0,copycat,money,48,100
47,10.0,99,be_strongest,defense,2,100
48,10,99,be_strongest,defense,0,100
49,10.0,99,be_strongest,defense,3,100
50,8.0,99,late_planner,defense,2,100
51,330.0,67,two_one_two,defense,1,100
52,600.0,1,not_weakest,money,83,100
53,8.0,99,late_planner,defense,1,100
54,28.0,97,analyst,defense,4,100
55,10.0,99,be_strongest,defense,2,100
56,300.0,1,not_weakest,money,18,100
57,30.0,0,copycat,money,17,100
58,28.0,97,analyst,defense,2,100
59,180.0,1,not_weakest,money,8,100
60,10.0,99,be_strongest,defense,1,100
61,440.0,56,random,money,1,100
62,10,99,be_strongest,defense,0,100
63,8.0,99,late_planner,defense,2,100
64,330.0,67,two_one_two,defense,2,100
65,10.0,0,copycat,money,19,100
66,180.0,33,one_two_one,money,3,100
67,8.0,99,late_planner,defense,2,100
68,28.0,97,analyst,defense,4,100
69,316.0,67,two_one_two,defense,2,100
70,8.0,99,late_planner,defense,1,100
71,10,99,be_strongest,defense,0,100
72,10.0,99,be_strongest,defense,1,100
73,370.0,33,one_two_one,money,4,100
74,330.0,67,two_one_two,defense,1,100
75,50.0,0,copycat,money,18,100
76,10,99,be_strongest,defense,0,100
77,28.0,97,analyst,defense,1,100
78,330.0,67,two_one_two,defense,1,100
79,20.0,0,copycat,money,17,100
80,10.0,99,be_strongest,defense,1,100
81,600.0,1,not_weakest,money,3,100
82,550,45,random,money,0,100
83,10.0,0,copycat,money,17,100
84,0.0,0,copycat,money,591,100
85,28.0,97,analyst,defense,2,100
86,525.52,33,one_two_one,money,3,100
87,330,67,two_one_two,defense,0,100
88,30.0,0,copycat,money,17,100
89,400.71999999999997,48,random,defense,3,100
90,518.0,48,random,money,1,100
91,250.0,1,not_weakest,money,4,100
92,28.0,97,analyst,defense,3,100
93,498.0,50,random,money,1,100
94,8.0,99,late_planner,defense,3,100
95,525.52,33,one_two_one,money,3,100
96,10,99,be_strongest,defense,0,100
97,50.0,0,copycat,money,44,100
98,340,66,random,defense,0,100
99,523.92,33,one_two_one,money,3,100
100,28.0,97,analyst,defense,1,100
101,280.0,33,one_two_one,money,4,100
102,60.0,1,not_weakest,money,5,100
103,330.0,67,two_one_two,defense,1,100
104,28.0,97,analyst,defense,1,100
105,510.62399999999997,33,one_two_one,money,4,100
106,10.0,0,copycat,money,18,100
107,330.0,67,two_one_two,defense,1,100
108,523.92,33,one_two_one,money,3,100
109,40.0,0,copycat,money,18,100
110,30.0,0,copycat,money,20,100
111,330,67,two_one_two,defense,0,100
112,340.0,1,not_weakest,money,5,100
113,521.2,46,random,defense,2,100
114,420.0,58,random,defense,160,100
115,523.92,33,one_two_one,money,3,100
116,10,99,be_strongest,defense,0,100
117,558.0,44,random,money,2,100
118,350.1,45,random,defense,3,100
119,428.0,57,random,money,2,100
120,326.0,67,two_one_two,defense,1,100
121,0.0,0,copycat,money,18,100
122,8.0,99,late_planner,defense,3,100
123,330.0,67,two_one_two,defense,1,100
124,20.0,0,copycat,money,18,100
125,10.0,99,be_strongest,defense,1,100
126,360.0,1,not_weakest,money,4,100
127,454.0,47,random,money,2,100
128,10,99,be_strongest,defense,0,100
129,330.0,67,two_one_two,defense,1,100
130,10.0,99,be_strongest,defense,1,100
131,200.0,1,not_weakest,money,4,100
132,600.0,1,not_weakest,money,3,100
133,30.0,0,copycat,money,19,100
134,468.0,53,random,money,1,100
135,8.0,99,late_planner,defense,4,100
136,28.0,97,analyst,defense,2,100
137,330.0,67,two_one_two,defense,1,100
138,30.0,0,copycat,money,17,100
139,10,99,be_strongest,defense,0,100
140,50.0,0,copycat,money,17,100
141,263.03999999999996,50,random,money,4,100
142,28.0,97,analyst,defense,2,100
143,505.2,33,one_two_one,money,3,100
144,130.0,33,one_two_one,money,7,100
145,8.0,99,late_planner,defense,4,100
146,28.0,97,analyst,defense,2,100
147,523.92,33,one_two_one,money,3,100
148,30.0,0,copycat,money,17,100
149,8.0,99,late_planner,defense,1,100
150,8.0,99,late_planner,defense,1,100
151,600.0,1,not_weakest,money,3,100
152,351.0,50,random,defense,2,100
153,190.0,1,not_weakest,money,4,100
154,330.0,67,two_one_two,defense,2,100
155,28.0,97,analyst,defense,1,100
156,10.0,33,one_two_one,money,7,100
157,28.0,97,analyst,defense,1,100
158,512.5440000000001,33,one_two_one,money,4,100
159,330.0,67,two_one_two,defense,2,100
160,448.0,55,random,money,1,100
161,500,50,random,defense,0,100
162,28.0,97,analyst,defense,1,100
163,90.0,33,one_two_one,money,4,100
164,523.92,33,one_two_one,money,3,100
165,28.0,97,analyst,defense,1,100
166,0.0,0,copycat,money,18,100
167,10,99,be_strongest,defense,0,100
168,580.0,39,random,defense,788,100
169,28.0,97,analyst,defense,1,100
170,10,99,be_strongest,defense,0,100
171,8.0,99,late_planner,defense,1,100
172,10,99,be_strongest,defense,0,100
173,0.0,0,copycat,money,18,100
174,510.62399999999997,33,one_two_one,money,4,100
175,450.0,55,random,money,1,100
176,10,99,be_strongest,defense,0,100
177,330.0,67,two_one_two,defense,3,100
178,50.0,0,copycat,money,18,100
179,420.72,33,one_two_one,money,3,100
180,50.0,0,copycat,money,17,100
181,600.0,1,not_weakest,money,3,100
182,8.0,99,late_planner,defense,2,100
183,30.0,0,copycat,money,17,100
184,8.0,99,late_planner,defense,1,100
185,10,99,be_strongest,defense,0,100
186,500,50,random,defense,0,100
187,150.0,1,not_weakest,money,6,100
188,8.0,99,late_planner,defense,2,100
189,330.0,67,two_one_two,defense,1,100
190,470,53,random,money,0,100
191,8.0,99,late_planner,defense,2,100
192,70.0,1,not_weakest,money,5,100
193,8.0,99,late_planner,defense,3,100
194,50.0,0,copycat,money,18,100
195,380.0,33,one_two_one,money,3,100
196,30.0,0,copycat,money,17,100
197,600.0,1,not_weakest,money,3,100
198,351.59999999999997,50,random,defense,2,100
199,523.92,33,one_two_one,money,3,100
200,590.0,1,not_weakest,money,4,100
201,30.0,0,copycat,money,17,100
202,8.0,99,late_planner,defense,4,100
203,50.0,0,copycat,money,17,100
204,8.0,99,late_planner,defense,1,100
205,0.0,0,copycat,money,18,100
206,8.0,99,late_planner,defense,3,100
207,20.0,0,copycat,money,17,100
208,28.0,97,analyst,defense,1,100
209,30.0,0,copycat,money,17,100
210,420.0,1,not_weakest,money,18,100
211,330.0,67,two_one_two,defense,1,100
212,8.0,99,late_planner,defense,2,100
213,330.0,67,two_one_two,defense,1,100
214,7.2,99,late_planner,defense,66,100
215,10.0,99,be_strongest,defense,1,100
216,100.0,1,not_weakest,money,5,100
217,380.0,1,not_weakest,money,23,100
218,600.0,1,not_weakest,money,4,100
219,10.0,99,be_strongest,defense,1,100
220,490.0,51,random,defense,1,100
221,50.0,0,copycat,money,17,100
222,460,54,random,money,0,100
223,398.0,60,random,money,1,100
224,8.0,99,late_planner,defense,1,100
225,330,67,two_one_two,defense,0,100
226,8.0,99,late_planner,defense,1,100
227,28.0,97,analyst,defense,1,100
228,28.0,97,analyst,defense,1,100
229,30.0,0,copycat,money,17,100
230,330,67,two_one_two,defense,0,100
231,290.0,33,one_two_one,money,4,100
232,28.0,97,analyst,defense,1,100
233,10.0,99,be_strongest,defense,3,100
234,8.0,99,late_planner,defense,2,100
235,470.3,48,random,defense,2,100
236,330.0,67,two_one_two,defense,1,100
237,8.0,99,late_planner,defense,4,100
238,22.4,97,analyst,defense,3,100
239,30.0,0,copycat,money,18,100
240,500,50,random,money,0,100
241,571.4,33,one_two_one,money,2,100
242,330,67,two_one_two,defense,0,100
243,110.0,43,random,defense,7,100
244,330.0,67,two_one_two,defense,2,100
245,28.0,97,analyst,defense,1,100
246,28.0,97,analyst,defense,2,100
247,50.0,0,copycat,money,17,100
248,28.0,97,analyst,defense,1,100
249,30.0,0,copycat,money,17,100
250,10,99,be_strongest,defense,0,100
251,585.4,33,one_two_one,money,2,100
252,20.0,0,copycat,money,141,100
253,20.0,1,not_weakest,money,6,100
254,510.0,1,not_weakest,money,4,100
255,20.0,0,copycat,money,17,100
256,8.0,99,late_planner,defense,3,100
257,28.0,97,analyst,defense,1,100
258,214.0,33,one_two_one,money,4,100
259,430.0,1,not_weakest,money,4,100
260,330,67,two_one_two,defense,0,100
261,7.2,99,late_planner,defense,6,100
262,10.0,99,be_strongest,defense,1,100
263,10,99,be_strongest,defense,0,100
264,330,67,two_one_two,defense,0,100
265,8.0,99,late_planner,defense,1,100
266,330,67,two_one_two,defense,0,100
267,398.48,33,one_two_one,money,3,100
268,330,67,two_one_two,defense,0,100
269,538.0,46,random,defense,1,100
270,28.0,97,analyst,defense,1,100
271,206.47999999999996,33,one_two_one,money,3,100
272,30.0,0,copycat,money,17,100
273,28.0,97,analyst,defense,4,100
274,8.0,99,late_planner,defense,3,100
275,28.0,97,analyst,defense,1,100
276,8.0,99,late_planner,defense,2,100
277,50.0,1,not_weakest,money,5,100
278,10.0,99,be_strongest,defense,1,100
279,330,67,two_one_two,defense,0,100
280,10.0,0,copycat,money,18,100
281,368.59999999999997,51,random,defense,2,100
282,28.0,97,analyst,defense,3,100
283,330,67,two_one_two,defense,0,100
284,8.0,99,late_planner,defense,1,100
285,28.0,97,analyst,defense,2,100
286,28.0,97,analyst,defense,4,100
287,10,99,be_strongest,defense,0,100
288,390,61,random,money,0,100
289,10.0,99,be_strongest,defense,1,100
290,28.0,97,analyst,defense,1,100
291,330.0,67,two_one_two,defense,2,100
292,28.0,97,analyst,defense,1,100
293,28.0,97,analyst,defense,1,100
294,0.0,0,copycat,money,18,100
295,330.0,67,two_one_two,defense,1,100
296,28.0,97,analyst,defense,2,100
297,30.0,0,copycat,money,17,100
298,28.0,97,analyst,defense,1,100
299,584.0,33,one_two_one,money,2,100
300,0.0,0,copycat,money,18,100
301,600.0,1,not_weakest,money,3,100
302,70.0,1,not_weakest,money,6,100
303,30.0,0,copycat,money,17,100
304,30.0,0,copycat,money,17,100
305,8.0,99,late_planner,defense,1,100
306,448.0,55,random,money,2,100
307,330.0,67,two_one_two,defense,1,100
308,330.0,67,two_one_two,defense,3,100
309,8.0,99,late_planner,defense,1,100
310,10.0,0,copycat,money,18,100
311,170.0,33,one_two_one,money,3,100
312,300.0,1,not_weakest,money,7,100
313,314.0,53,random,money,3,100
314,330,67,two_one_two,defense,0,100
315,523.92,33,one_two_one,money,3,100
316,20.0,0,copycat,money,17,100
317,10,99,be_strongest,defense,0,100
318,240.0,43,random,money,6,100
319,10.0,99,be_strongest,defense,4,100
320,28.0,97,analyst,defense,1,100
321,8.0,99,late_planner,defense,3,100
322,8.0,99,late_planner,defense,2,100
323,330.0,1,not_weakest,money,10,100
324,558.0,44,random,money,1,100
325,523.92,33,one_two_one,money,3,100
326,330,67,two_one_two,defense,0,100
327,160.0,33,one_two_one,money,3,100
328,600.0,1,not_weakest,money,3,100
329,600.0,1,not_weakest,money,3,100
330,330,67,two_one_two,defense,0,100
331,523.92,33,one_two_one,money,3,100
332,378.0,47,random,money,1,100
333,420,58,random,money,0,100
334,358.0,64,random,defense,1,100
335,28.0,97,analyst,defense,4,100
336,240.0,1,not_weakest,money,17,100
337,8.0,99,late_planner,defense,3,100
338,600.0,1,not_weakest,money,3,100
339,30.0,0,copycat,money,18,100
340,430,57,random,money,0,100
341,10.0,99,be_strongest,defense,1,100
342,460.0,54,random,defense,1,100
343,448.0,55,random,money,1,100
344,523.92,33,one_two_one,money,3,100
345,28.0,97,analyst,defense,1,100
346,90.0,33,one_two_one,money,4,100
347,10.0,99,be_strongest,defense,1,100
348,10.0,99,be_strongest,defense,1,100
349,523.92,33,one_two_one,money,3,100
350,20.0,0,copycat,money,17,100
351,28.0,97,analyst,defense,3,100
352,50.0,0,copycat,money,17,100
353,50.0,0,copycat,money,91,100
354,28.0,97,analyst,defense,1,100
355,8.0,99,late_planner,defense,3,100
356,28.0,97,analyst,defense,1,100
357,20.0,0,copycat,money,17,100
358,600.0,1,not_weakest,money,3,100
359,290.0,1,not_weakest,money,5,100
360,28.0,97,analyst,defense,3,100
361,30.0,0,copycat,money,18,100
362,600.0,1,not_weakest,money,3,100
363,480.0,1,not_weakest,money,6,100
364,523.92,33,one_two_one,money,3,100
365,330,67,two_one_two,defense,0,100
366,210.0,1,not_weakest,money,4,100
367,20.0,0,copycat,money,17,100
368,490,51,random,defense,0,100
369,330,67,two_one_two,defense,0,100
370,30.0,0,copycat,money,17,100
371,304.0,67,two_one_two,defense,1,100
372,40.0,0,copycat,money,18,100
373,30.0,0,copycat,money,17,100
374,380.0,1,not_weakest,money,4,100
375,330.0,67,two_one_two,defense,1,100
376,523.92,33,one_two_one,money,3,100
377,330.0,67,two_one_two,defense,1,100
378,441.0,55,random,money,1,100
379,10.0,1,not_weakest,money,5,100
380,8.0,99,late_planner,defense,2,100
381,130.0,1,not_weakest,money,4,100
382,28.0,97,analyst,defense,2,100
383,440,56,random,defense,0,100
384,200.0,1,not_weakest,money,5,100
385,10,99,be_strongest,defense,0,100
386,330.0,67,two_one_two,defense,1,100
387,8.0,99,late_planner,defense,3,100
388,585.2,41,random,defense,1279,100
389,50.0,0,copycat,money,18,100
390,420,58,random,money,0,100
391,292.0,50,random,money,1,100
392,50.0,44,random,money,8,100
393,330.0,67,two_one_two,defense,1,100
394,523.92,33,one_two_one,money,3,100
395,10.0,99,be_strongest,defense,3,100
396,330,67,two_one_two,defense,0,100
397,330.0,33,one_two_one,money,3,100
398,523.92,33,one_two_one,money,3,100
399,28.0,97,analyst,defense,1,100
400,600.0,1,not_weakest,money,3,100
401,500.0,50,random,money,2,100
402,458.0,54,random,defense,2,100
403,10.0,99,be_strongest,defense,1,100
404,10,99,be_strongest,defense,0,100
405,330.0,67,two_one_two,defense,2,100
406,8.0,99,late_planner,defense,1,100
407,28.0,97,analyst,defense,2,100
408,8.0,99,late_planner,defense,2,100
409,10,99,be_strongest,defense,0,100
410,10,99,be_strongest,defense,0,100
411,523.92,33,one_two_one,money,3,100
412,28.0,97,analyst,defense,1,100
413,398.79999999999995,42,random,money,2,100
414,8.0,99,late_planner,defense,1,100
415,330,67,two_one_two,defense,0,100
416,330,67,two_one_two,defense,0,100
417,330.0,67,two_one_two,defense,2,100
418,30.0,0,copycat,money,17,100
419,430.0,1,not_weakest,money,4,100
420,10.0,0,copycat,money,18,100
421,523.92,33,one_two_one,money,3,100
422,330,67,two_one_two,defense,0,100
423,10.0,99,be_strongest,defense,2,100
424,10.0,99,be_strongest,defense,2,100
425,28.0,97,analyst,defense,3,100
426,330.0,67,two_one_two,defense,2,100
427,8.0,99,late_planner,defense,3,100
428,40.0,0,copycat,money,18,100
429,30.0,0,copycat,money,18,100
430,330.0,67,two_one_two,defense,1,100
431,330.0,67,two_one_two,defense,2,100
432,330,67,two_one_two,defense,0,100
433,320.0,1,not_weakest,money,4,100
434,28.0,97,analyst,defense,2,100
435,8.0,99,late_planner,defense,3,100
436,28.0,97,analyst,defense,1,100
437,370.0,1,not_weakest,money,4,100
438,8.0,99,late_planner,defense,2,100
439,22.4,97,analyst,defense,2,100
440,30.0,0,copycat,money,18,100
441,10.0,99,be_strongest,defense,1,100
442,10,99,be_strongest,defense,0,100
443,10.0,99,be_strongest,defense,1,100
444,478.0,52,random,money,1,100
445,28.0,97,analyst,defense,2,100
446,502.0,47,random,defense,1,100
447,10.0,0,copycat,money,18,100
448,330.0,67,two_one_two,defense,1,100
449,8.0,99,late_planner,defense,2,100
450,8.0,99,late_planner,defense,1,100
451,30.0,1,not_weakest,money,4,100
452,8.0,99,late_planner,defense,2,100
453,330.0,67,two_one_two,defense,1,100
454,323.3,67,two_one_two,defense,2,100
455,513.0,48,random,money,1,100
456,20.0,0,copycat,money,17,100
457,20.0,0,copycat,money,18,100
458,28.0,97,analyst,defense,3,100
459,30.0,0,copycat,money,17,100
460,50.0,0,copycat,money,18,100
461,10,99,be_strongest,defense,0,100
462,8.0,99,late_planner,defense,1,100
463,19.599999999999998,97,analyst,defense,4,100
464,312.0,67,two_one_two,defense,1,100
465,330.0,67,two_one_two,defense,1,100
466,240.0,1,not_weakest,money,4,100
467,210.0,33,one_two_one,money,3,100
468,600.0,1,not_weakest,money,3,100
469,330,67,two_one_two,defense,0,100
470,600.0,1,not_weakest,money,3,100
471,8.0,99,late_planner,defense,1,100
472,523.92,33,one_two_one,money,3,100
473,600.0,1,not_weakest,money,3,100
474,330.0,67,two_one_two,defense,1,100
475,10.0,99,be_strongest,defense,1,100
476,458.0,54,random,defense,1,100
477,50.0,0,copycat,money,17,100
478,28.0,97,analyst,defense,1,100
479,538.0,46,random,defense,1,100
480,10.0,1,not_weakest,money,5,100
481,280.0,33,one_two_one,money,3,100
482,28.0,97,analyst,defense,1,100
483,330,67,two_one_two,defense,0,100
484,478.0,52,random,money,2,100
485,210.0,33,one_two_one,money,4,100
486,28.0,97,analyst,defense,1,100
487,588.0,41,random,money,1,100
488,330.0,67,two_one_two,defense,2,100
489,10,99,be_strongest,defense,0,100
490,28.0,97,analyst,defense,2,100
491,430.0,1,not_weakest,money,4,100
492,533.6,33,one_two_one,money,2,100
493,340.0,1,not_weakest,money,5,100
494,20.0,0,copycat,money,17,100
495,600.0,1,not_weakest,money,3,100
496,326.0,67,two_one_two,defense,2,100
497,8.0,99,late_planner,defense,1,100
498,60.0,33,one_two_one,money,4,100
499,548.0,45,random,defense,1,100
500,523.92,33,one_two_one,money,3,100
501,8.0,99,late_planner,defense,2,100
502,10.0,99,be_strongest,defense,2,100
503,140.0,1,not_weakest,money,4,100
504,210.0,1,not_weakest,money,4,100
505,330,67,two_one_two,defense,0,100
506,306.0,67,two_one_two,defense,1,100
507,600.0,1,not_weakest,money,3,100
508,460,54,random,defense,0,100
509,10,99,be_strongest,defense,0,100
510,30.0,33,one_two_one,money,4,100
511,523.92,33,one_two_one,money,3,100
512,30.0,0,copycat,money,18,100
513,514.208,33,one_two_one,money,4,100
514,8.0,99,late_planner,defense,2,100
515,30.0,0,copycat,money,17,100
516,0.0,0,copycat,money,22,100
517,22.4,97,analyst,defense,2,100
518,8.0,99,late_planner,defense,1,100
519,10.0,99,be_strongest,defense,1,100
520,50.0,0,copycat,money,17,100
521,528.0,47,random,money,1,100
522,8.0,99,be_strongest,defense,1,100
523,7.2,99,late_planner,defense,3,100
524,330.0,67,two_one_two,defense,1,100
525,8.0,99,late_planner,defense,2,100
526,330.0,67,two_one_two,defense,2,100
527,330,67,two_one_two,defense,0,100
528,330,67,two_one_two,defense,0,100
529,330.0,67,two_one_two,defense,1,100
530,600.0,1,not_weakest,money,3,100
531,30.0,0,copycat,money,18,100
532,0.0,0,copycat,money,18,100
533,18.479999999999997,97,analyst,defense,4,100
534,330,67,two_one_two,defense,0,100
535,28.0,97,analyst,defense,3,100
536,8.0,99,late_planner,defense,2,100
537,20.0,0,copycat,money,18,100
538,600.0,1,not_weakest,money,3,100
539,450.0,55,random,defense,1,100
540,50.0,0,copycat,money,17,100
541,170.0,1,not_weakest,money,4,100
542,330,67,two_one_two,defense,0,100
543,330.0,67,two_one_two,defense,1,100
544,30.0,0,copycat,money,17,100
545,20.0,33,one_two_one,money,6,100
546,523.92,33,one_two_one,money,3,100
547,28.0,97,analyst,defense,1,100
548,28.0,97,analyst,defense,3,100
549,490,51,random,money,0,100
550,330.0,67,two_one_two,defense,1,100
551,8.0,99,late_planner,defense,2,100
552,10,99,be_strongest,defense,0,100
553,523.92,33,one_two_one,money,3,100
554,8.0,99,late_planner,defense,2,100
555,330,67,two_one_two,defense,0,100
556,330.0,67,two_one_two,defense,1,100
557,440.88,51,random,defense,4,100
558,460,54,random,defense,0,100
559,8.0,99,late_planner,defense,1,100
560,20.0,46,random,money,6,100
561,600.0,1,not_weakest,money,3,100
562,600.0,1,not_weakest,money,3,100
563,523.92,33,one_two_one,money,3,100
564,523.92,33,one_two_one,money,3,100
565,600.0,1,not_weakest,money,3,100
566,420.0,48,random,defense,1,100
567,330.0,67,two_one_two,defense,2,100
568,600.0,1,not_weakest,money,3,100
569,523.92,33,one_two_one,money,3,100
570,10,99,be_strongest,defense,0,100
571,130.0,33,one_two_one,money,5,100
572,10.0,99,be_strongest,defense,2,100
573,10.0,99,be_strongest,defense,1,100
574,320.0,1,not_weakest,money,4,100
575,30.0,0,copycat,money,17,100
576,28.0,97,analyst,defense,2,100
577,230.0,33,one_two_one,money,4,100
578,330,67,two_one_two,defense,0,100
579,330,67,two_one_two,defense,0,100
580,10.0,99,be_strongest,defense,1,100
581,20.0,0,copycat,money,18,100
582,28.0,97,analyst,defense,2,100
583,8.0,99,late_planner,defense,2,100
584,28.0,97,analyst,defense,2,100
585,8.0,99,late_planner,defense,2,100
586,330,67,two_one_two,defense,0,100
587,28.0,97,analyst,defense,2,100
588,8.0,99,late_planner,defense,1,100
589,523.92,33,one_two_one,money,3,100
590,38.0,45,random,defense,14,100
591,8.0,99,late_planner,defense,2,100
592,330.0,67,two_one_two,defense,2,100
593,40.0,33,one_two_one,money,4,100
594,40.0,95,analyst,defense,2,100
595,10.0,99,be_strongest,defense,1,100
596,300.0,1,not_weakest,money,4,100
597,40.0,33,one_two_one,money,4,100
598,49.0,93,analyst,defense,4,100
599,16.0,98,late_planner,defense,4,100
600,588.0,41,random,defense,1,100
601,490.0,1,not_weakest,money,4,100
602,100.0,41,random,money,2,100
603,20.0,0,copycat,money,17,100
604,522.3199999999999,33,one_two_one,money,3,100
605,49.0,93,analyst,defense,2,100
606,16.0,98,late_planner,defense,1,100
607,50.0,0,copycat,money,18,100
608,310.0,33,one_two_one,money,3,100
609,16.0,98,late_planner,defense,3,100
610,520,48,random,defense,0,100
611,49.0,93,analyst,defense,3,100
612,30.0,0,copycat,money,18,100
613,550,45,random,defense,0,100
614,550,45,random,money,0,100
615,16.0,98,late_planner,defense,1,100
616,600.0,1,not_weakest,money,3,100
617,330.0,33,one_two_one,money,3,100
618,354.9,56,random,defense,4,100
619,440,56,random,defense,0,100
620,16.0,98,late_planner,defense,2,100
621,330.0,67,two_one_two,defense,1,100
622,522.64,33,one_two_one,money,3,100
623,10,99,be_strongest,defense,0,100
624,30.0,0,copycat,money,28,100
625,522.64,33,one_two_one,money,3,100
626,540,46,random,money,0,100
627,440.0,56,random,money,1,100
628,16.0,98,late_planner,defense,2,100
629,49.0,93,analyst,defense,3,100
630,456.0,54,random,money,1,100
631,520,48,random,defense,0,100
632,360.0,1,not_weakest,money,6,100
633,480.0,52,random,money,1,100
634,10,99,be_strongest,defense,0,100
635,50.0,1,not_weakest,money,4,100
636,10.0,99,be_strongest,defense,2,100
637,30.0,0,copycat,money,17,100
638,600.0,1,not_weakest,money,3,100
639,49.0,93,analyst,defense,2,100
640,130.0,33,one_two_one,money,5,100
641,522.64,33,one_two_one,money,3,100
642,90.0,1,not_weakest,money,4,100
643,522.64,33,one_two_one,money,3,100
644,10.0,99,be_strongest,defense,1,100
645,377.8,52,random,money,2,100
646,330,67,two_one_two,defense,0,100
647,50.0,0,copycat,money,20,100
648,10.0,99,be_strongest,defense,1,100
649,16.0,98,late_planner,defense,2,100
650,556.0,44,random,defense,1,100
651,462.8,53,random,money,2,100
652,49.0,93,analyst,defense,1,100
653,522.64,33,one_two_one,money,3,100
654,330,67,two_one_two,defense,0,100
655,330,67,two_one_two,defense,0,100
656,600.0,1,not_weakest,money,3,100
657,10.0,0,copycat,money,18,100
658,510.0,1,not_weakest,money,9,100
659,522.64,33,one_two_one,money,3,100
660,16.0,98,late_planner,defense,3,100
661,30.0,0,copycat,money,17,100
662,30.0,0,copycat,money,17,100
663,0.0,0,copycat,money,18,100
664,49.0,93,analyst,defense,1,100
665,10.0,99,be_strongest,defense,1,100
666,10.0,99,be_strongest,defense,1,100
667,20.0,0,copycat,money,17,100
668,20.0,1,not_weakest,money,14,100
669,330.0,67,two_one_two,defense,1,100
670,328.0,67,two_one_two,defense,2,100
671,10.0,99,be_strongest,defense,2,100
672,49.0,93,analyst,defense,2,100
673,10,99,be_strongest,defense,0,100
674,330,67,two_one_two,defense,0,100
675,408.0,58,random,defense,2,100
676,28.0,97,analyst,defense,1,100
677,12.8,98,late_planner,defense,2,100
678,522.64,33,one_two_one,money,3,100
679,32.0,96,analyst,defense,2,100
680,330,67,two_one_two,defense,0,100
681,16.0,98,late_planner,defense,3,100
682,16.0,98,late_planner,defense,1,100
683,330,67,two_one_two,defense,0,100
684,506.0,49,random,money,1,100
685,522.64,33,one_two_one,money,3,100
686,16.0,98,late_planner,defense,3,100
687,515.6,45,random,money,2,100
688,310.0,1,not_weakest,money,6,100
689,330,67,two_one_two,defense,0,100
690,16.0,98,late_planner,defense,1,100
691,110.0,1,not_weakest,money,4,100
692,16.0,98,late_planner,defense,2,100
693,16.0,98,late_planner,defense,3,100
694,400.0,1,not_weakest,money,4,100
695,30.0,0,copycat,money,17,100
696,16.0,98,late_planner,defense,1,100
697,197.0,46,random,defense,1,100
698,10.0,99,be_strongest,defense,1,100
699,16.0,98,late_planner,defense,2,100
700,330.0,67,two_one_two,defense,2,100
701,10,99,be_strongest,defense,0,100
702,330,67,two_one_two,defense,0,100
703,522.64,33,one_two_one,money,3,100
704,30.0,0,copycat,money,17,100
705,16.0,98,late_planner,defense,2,100
706,600.0,1,not_weakest,money,3,100
707,30.0,0,copycat,money,17,100
708,54.0,91,analyst,defense,1,100
709,509.4,47,random,defense,2,100
710,10,99,be_strongest,defense,0,100
711,30.0,0,copycat,money,17,100
712,54.0,91,analyst,defense,2,100
713,54.0,91,analyst,defense,3,100
714,16.0,98,late_planner,defense,1,100
715,330.0,67,two_one_two,defense,1,100
716,54.0,91,analyst,defense,3,100
717,16.0,98,late_planner,defense,1,100
718,54.0,91,analyst,defense,2,100
719,30.0,0,copycat,money,17,100
720,10.0,99,be_strongest,defense,1,100
721,374.15999999999997,33,one_two_one,money,3,100
722,330.0,67,two_one_two,defense,1,100
723,330,67,two_one_two,defense,0,100
724,450,55,random,defense,0,100
725,16.0,98,late_planner,defense,3,100
726,30.0,0,copycat,money,17,100
